term,synthetic_sentence,sentiment
프라이머리 CBO,최근 논란이 되고 있는 프라이머리 CBO는 투자자들에게 불투명한 구조와 위험성으로 인해 많은 비판을 받고 있습니다.,negative
시장획정,최근 공정거래위원회의 시장획정 과정이 불투명하게 진행되어 업계 전반에 혼란과 불신을 초래했다는 비판이 끊이지 않고 있습니다.,negative
표지어음,최근 표지어음 관련 금융 사기가 연이어 발생하면서 투자자들의 신뢰가 심각하게 훼손되고 있다는 우려가 커지고 있습니다.,negative
변동 금리 저당 대출,최근 변동 금리 저당 대출을 이용한 많은 가계들이 금리 인상으로 인해 상환 부담이 급격히 커지면서 심각한 재정적 위기에 직면하고 있습니다.,negative
교환재보험,"최근 발생한 대규모 손실 사고로 인해 교환재보험의 신뢰도와 안정성에 대한 우려가 커지고 있으며, 보험업계 전반에 부정적인 영향을 미치고 있습니다.",negative
외국인투자등록제도,"최근 외국인투자등록제도가 투자자들에게 불필요한 행정적 부담을 초래하고, 외국인 자본 유치에 장애물이 되고 있다는 지적이 이어지고 있습니다.",negative
투자협정,"최근 체결된 투자협정은 국내 산업 보호 장치가 미흡하다는 지적이 잇따르며, 오히려 국내 기업의 경쟁력을 약화시키는 부정적인 결과를 초래할 수 있다는 우려가 커지고 있습니다.",negative
종합무역법,많은 경제 전문가들은 종합무역법이 보호무역주의를 강화하고 글로벌 무역 질서에 부정적인 영향을 끼쳤다고 지적하고 있다.,negative
환태평양경제동반자협정,정부가 환태평양경제동반자협정 가입을 추진하면서 국내 농업과 중소기업에 미칠 부정적인 영향에 대한 우려의 목소리가 커지고 있다.,negative
바젤은행감독위원회,최근 금융 업계에서는 바젤은행감독위원회의 엄격하고 획일적인 규제가 금융 혁신을 저해하고 있다는 비판의 목소리가 커지고 있다.,negative
매입세,최근 기업들이 부담해야 하는 매입세가 지속적으로 증가하면서 경영 악화와 투자 위축 등의 부정적인 영향이 우려되고 있습니다.,negative
총액한도대출제도,최근 도입된 총액한도대출제도는 중소기업들의 자금 조달에 큰 제약을 주고 있어 경기 침체를 더욱 심화시킨다는 비판이 제기되고 있습니다.,negative
MDB,최근 MDB의 비효율적인 자금 집행과 불투명한 프로젝트 관리가 개발도상국의 실질적 성장에 오히려 걸림돌이 되고 있다는 비판이 커지고 있다.,negative
국민주택기금,"최근 감사원 조사 결과, 국민주택기금이 부실하게 운용되어 많은 예산이 낭비된 것으로 드러나 국민들의 불만이 커지고 있습니다.",negative
전자시담,최근 전자시담 시스템의 불안정한 작동과 개인정보 유출 우려가 커지면서 이용자들의 불만이 끊이지 않고 있습니다.,negative
세계은행,최근 개발도상국들이 세계은행의 엄격한 대출 조건과 불투명한 심사 절차로 인해 경제적 어려움을 겪고 있다는 지적이 잇따르고 있다.,negative
가등기담보,가등기담보 제도는 채무자가 재산을 쉽게 빼앗길 수 있는 구조로 인해 많은 비판을 받고 있습니다.,negative
외국인산업연수제도,외국인산업연수제도는 근로자들의 인권 침해와 열악한 노동환경 등 부정적인 문제가 지속적으로 제기되고 있어 개선이 시급하다는 지적이 나오고 있습니다.,negative
화의제도,"최근 여러 기업들이 화의제도를 악용해 채무를 회피하려는 사례가 늘어나면서, 이 제도가 본래의 목적을 잃고 부정적인 영향을 미친다는 지적이 나오고 있습니다.",negative
한국예탁결제원,최근 한국예탁결제원의 잦은 시스템 장애와 미흡한 고객 대응으로 인해 많은 투자자들이 큰 불편을 겪고 있다는 지적이 이어지고 있다.,negative
발생주의 정부회계제도,최근 도입된 발생주의 정부회계제도는 복잡한 절차와 이해하기 어려운 기준으로 인해 행정 효율성을 오히려 저해하고 있다는 비판이 계속되고 있다.,negative
적격자산,"최근 금융감독 당국의 조사 결과, 일부 기업들이 적격자산 기준을 충족하지 못해 투자자들에게 심각한 손실을 입힌 사례가 늘어나고 있어 우려를 낳고 있습니다.",negative
체감식 보험,최근 도입된 체감식 보험은 소비자에게 불리한 조건과 복잡한 절차로 인해 많은 불만이 제기되고 있습니다.,negative
소득 대비 대출 비율,"최근 금융 당국이 소득 대비 대출 비율 규제를 강화하면서, 실수요자들마저도 주택 구입에 큰 어려움을 겪고 있다는 비판이 나오고 있다.",negative
기초 균형 환율,"최근 보고서에 따르면 기초 균형 환율의 지속적인 불안정성은 국내 경제에 부정적인 영향을 미치고 있으며, 환율 변동성이 기업 경영에 큰 부담을 주고 있다는 우려가 커지고 있습니다.",negative
코스트에버리지,"최근 투자자들 사이에서 코스트에버리지 전략이 자주 사용되고 있지만, 시장이 지속적으로 하락하는 경우 손실이 더 커질 수 있다는 점에서 부정적인 평가가 나오고 있습니다.",negative
슈바베지수,"최근 발표된 자료에 따르면, 슈바베지수가 계속 상승하면서 국민들의 주거비 부담이 심각해지고 있다는 우려의 목소리가 커지고 있다.",negative
부유세,"부유세 도입에 대한 논란이 이어지는 가운데, 많은 시민들은 부유세가 경제적 활력을 저해하고 자산가들의 투자 심리를 위축시킬 수 있다며 우려를 표하고 있습니다.",negative
역경지수,"최근 기업에서는 역경지수가 낮은 지원자에 대해 부정적인 평가를 내리며, 실제로 조직 내에서 역경지수가 낮은 직원들은 스트레스 상황에서 쉽게 무너지는 경향을 보여 문제로 지적되고 있다.",negative
주식대량보유공시제도,최근 투자자들 사이에서는 주식대량보유공시제도가 시장의 투명성을 저해하고 대형 투자자들의 정보 독점을 심화시킨다는 비판의 목소리가 높아지고 있습니다.,negative
금융재조달,최근 기업들이 자금난을 겪으면서 금융재조달 과정에서 높은 이자와 까다로운 심사 조건 등으로 인해 경영 악화가 더욱 심화되고 있다는 우려의 목소리가 커지고 있다.,negative
파생금융상품양도세,최근 도입된 파생금융상품양도세는 투자자들에게 추가적인 세금 부담을 안겨주면서 파생상품 시장의 위축과 거래 감소라는 부정적인 영향을 초래하고 있다는 비판이 제기되고 있다.,negative
연방준비제도이사회,최근 연방준비제도이사회의 금리 인상 결정이 경기 침체 우려를 키우며 시장에 부정적인 영향을 미치고 있다는 비판이 계속되고 있습니다.,negative
목적세,최근 도입된 목적세는 세수의 효율적인 활용보다는 특정 집단의 이익에만 집중되어 국민들의 불만과 비판을 사고 있습니다.,negative
청약가점제,최근 많은 예비 청약자들 사이에서 청약가점제가 실질적으로 무주택 서민들에게는 너무 높은 벽이 되고 있다는 불만이 커지고 있습니다.,negative
차금결제,최근 일부 금융기관에서 시행 중인 차금결제 방식이 소비자들에게 불투명한 정보 제공과 추가 부담을 초래한다는 지적이 이어지고 있습니다.,negative
신재생연료의무혼합제도,최근 신재생연료의무혼합제도가 실효성 부족과 관리의 어려움 등으로 인해 환경 개선에 큰 효과를 내지 못하고 있다는 비판이 제기되고 있습니다.,negative
전자거래 소비자보호 지침,최근 전자거래 소비자보호 지침이 현실적인 시장 상황을 제대로 반영하지 못해 소비자와 판매자 모두에게 불편과 혼란을 초래했다는 비판이 거세지고 있습니다.,negative
제품수명주기이론,최근 출시된 신제품들이 제품수명주기이론에 따라 너무 빠르게 시장에서 퇴출되고 있어 기업의 장기적인 성장 전략에도 부정적인 영향을 미치고 있다는 우려가 커지고 있습니다.,negative
석유비축정책,최근 정부의 석유비축정책이 국제 유가 변동에 제대로 대응하지 못하면서 국민 경제에 불안 요소로 작용하고 있다는 지적이 잇따르고 있다.,negative
지역상생보증펀드,"최근 발표된 지역상생보증펀드는 실질적인 지역경제 활성화에는 큰 도움이 되지 못하고, 오히려 행정적 부담만 가중시킨다는 비판이 이어지고 있습니다.",negative
퀀텀점프,최근 기업의 실적 발표에서 기대 이하의 성장률로 인해 퀀텀점프가 사실상 실패했다는 평가가 나오고 있다.,negative
환위험,"최근 환위험이 급격히 증가하면서 수출 기업들이 예상치 못한 손실을 겪고 있으며, 경영 불확실성이 더욱 심화되고 있다는 지적이 나오고 있습니다.",negative
농특세,정부가 최근 농특세 인상을 추진하자 농민들과 소비자들 사이에서 농특세가 오히려 농업 발전을 저해하고 서민 부담만 가중시킨다는 비판의 목소리가 커지고 있다.,negative
리스제도,최근 도입된 리스제도가 소비자에게 불리한 조건과 복잡한 계약 절차로 인해 많은 이용자들로부터 부정적인 평가를 받고 있습니다.,negative
하이일드펀드,"최근 하이일드펀드에 투자한 투자자들 사이에서 손실이 커지고 있다는 불만이 제기되며, 높은 수익률을 내세운 하이일드펀드의 위험성이 다시 한 번 도마에 올랐습니다.",negative
지적재산권,지적재산권이 남용되면서 혁신과 창작의 자유를 억압하고 소수 대기업만의 이익으로 전락했다는 비판이 커지고 있습니다.,negative
