sentence,aspect,sentiment
홈파티할때도 #리빙한국 꺼로 준비해야징~ :),리빙한국,positive
끈적이지않고 쫀쫀한 제형이 수부지피부에게 제격❗,제형,positive
역시 #아이오페 답네요~☺,아이오페,positive
"유해물질, 화재위험 없이 안전하게 사용 가능한 #아르셰모기퇴치기 ❗",아르셰모기퇴치기,positive
휴대가 간편한 usb연결 방식이라 캠핑장에서도 사용할수있어 굿굿~♩,usb연결 방식,positive
#여름필수아이템 #아르셰 덕에 지긋지긋했던 모기 걱정 끝❗,아르셰,positive
흡수력이 좋아서 #밤기저귀 로 유명한 팸퍼스❗,팸퍼스,positive
이번에 새로 업그레이드된 #팸퍼스베이비드라이 가 흡수력과 통기성이 더욱 강해졌대요❗,팸퍼스베이비드라이,positive
아기 젖병 기준으로 2~3병까지도 거뜬히 흡수할 정도로 3중 흡수채널의 흡수력 정말 대박이지 않나요⁉️,3중 흡수채널의 흡수력,positive
이러니 #팸퍼스기저귀 를 애정할수밖에 없더라구요~❤,팸퍼스기저귀,positive
건조함 없이 순하게 #코스베베탑투토워시,코스베베탑투토워시,positive
정제수대신 쌀겨수를 사용하여 민감하고 약한 아기 피부에 더 촉촉하고 영양감 듬뿍 💧,쌀겨수,positive
탑투토워시 하나로 샴푸까지 되니깐 샤워시키기도 간편해~😄,탑투토워시,positive
내 남자의 완벽함을 위한 #이노쉐이브커빙스윙,이노쉐이브커빙스윙,positive
#위드미시그널틴트 촉촉하게 입술에 착~~ 붙는 너,위드미시그널틴트,positive
살짝 약초 향도 나고 왠지 피부가 건강해지는 느낌이에요🤗,약초 향,positive
내가 좋아하는 #고양이티셔츠 🐱,고양이티셔츠,positive
#IT리뷰 원할한 온라인게임과 스트리밍을 위한 최적의 아이템 넷기어 게이밍스위치허브 😄,넷기어 게이밍스위치허브,positive
✔내구성이 우수한 아연합금 재질에 모던한 디자인,아연합금 재질,positive
✔넷기어앱 다운시 스마트폰에서도 터치로 간편한 세팅 가능,넷기어앱,positive
렉으로 미치지 말고 고화질영상 스트리밍이나 온라인 게임 유저들~ #넷기어게이밍스위치허브 로 가즈아~🕺,넷기어게이밍스위치허브,positive
석고방향제 냄새 넘 좋타!,냄새,positive
이 집 굿즈 잘하네. ㅋㅋ,굿즈,positive
근데 피규어가 제대로 서지 못하는 건 무엇? 💝🕷🕸,피규어,negative
나도 밀레니엄 팔콘 있다!,밀레니엄 팔콘,positive
피규어말고 지우개인게 함정.ㅋㅋㅋㅋ,지우개,neutral
이런 옷 (공주st) 안좋아하는데 너무 이쁘다 😍,옷,positive
"하, 포장도 이뻐요.",포장,positive
디자인부터 빛나는 광채 쿠션,광채 쿠션,positive
"고수분, 고커버, 고광채라 여름에 사용하기에 딱 !","고수분, 고커버, 고광채",positive
#면세점화장품 구입한 #용카화장품 향긋한 허브향 대박,허브향,positive
번들거림없이 수분감 많은 사용감 대박,수분감,positive
좋아하는 세럼 3총사,세럼 3총사,positive
#순한선크림 #아기선크림추천,아기선크림,positive
촉촉한 수분감이 아주 그뤠잇해요~~,수분감,positive
입술 주름 사이사이까지 완벽하게 밀착되고 발색이 굉장히 쨍하면서 묻어나지 않는 텍스처라 넘넘 좋은..,텍스처,positive
립 하나만 발라도 얼굴이 화사해보여서 애정애정해요!,립,positive
향이 너무 좋아서 벌써 몇통째 사용하고 있는 #르주르 #섬유유연제 ✨,향,positive
패키지가 예뻐서 선물용으로도 좋아요🎁,패키지,positive
상큼상큼한 컬러에 통기성이 좋아서 운동할 때 넘나 편한 #아디다스테렉스 🏃‍♀️🏃‍♀️,컬러,positive
상큼상큼한 컬러에 통기성이 좋아서 운동할 때 넘나 편한 #아디다스테렉스 🏃‍♀️🏃‍♀️,아디다스테렉스,positive
커플화 하나 사드려야지💕💕,커플화,positive
나 오늘부터 진짜 #다이어트 하는 여자니깐 #간코치도시락 #수가클렌즈미 쥬스 챙기고 넘나 가벼워서 요즘 맨날 챙겨 다니는 #g9xmark2 까지💕,g9xmark2,positive
물티슈는 #대디베이비 만 사용하는데 휴대용 사이즈 요거 외출할 때 진짜 편해요~ ㅋㅋ,휴대용 사이즈,positive
좋아하는 코스메틱 브랜드 중 하나인 #셀라피 ..💜,셀라피,positive
"약산성의 수분장벽토너와 피부 진정, 수분 폭탄인 크림 그리고 페이스와 바디에 겸용으로 사용할 수 있는 로션까지!",로션,positive
"은은한 허브향이 넘 좋고, 텁텁함 없이 개운하고 상쾌한 느낌이 좋아서.. 전 여행 갈때두 늘 챙겨가요👏🏻👏🏻",허브향,positive
벌써 백만판매를 돌파했다는 루나 롱래스팅 팁 컨실러~!👏🏻👏🏻,루나 롱래스팅 팁 컨실러,positive
눈에띄게 좋아지는게 보이니까.. 중독될 수 밖에 없는 #DPC #스킨샷LED마스크 !,DPC #스킨샷LED마스크,positive
자외선차단도 예쁜 선쿠션으로 !🌸,선쿠션,positive
"케이스도 넘 예쁘고, 사이즈도 완전 크죠?ㅎㅎ",케이스,positive
"케이스도 넘 예쁘고, 사이즈도 완전 크죠?ㅎㅎ",사이즈,positive
자외선 완벽차단은 물론이고 핑크 컬러가 피부톤을 화사하게 해줘서 짱 좋아요!,핑크 컬러,positive
"고함유 줄기세포 배양액으로 약해지고 민감해진 피부를 진정시키고, 생기있는 피부로 복원하는데 도움을 주거든요..",고함유 줄기세포 배양액,positive
활용도 좋은 #포블링누트 :),포블링누트,positive
LED 광원테라피를 통해 스킨케어에도 도움이 된다고!,LED 광원테라피,positive
"스튜디오에서 촬영하듯, 스포트라이트 조명을 쏴주는데 어두운 곳에선 어두운 곳대로 밝은 곳에선 또 밝은 곳대로 내 얼굴만 밝고 환하게 예쁘게 나오게 해주네여 ㅎㅎ",스포트라이트 조명,positive
나같은 셀카족들....G8 강추!,G8,positive
"그 때 사용해보고 완전 반했던 히말라야 스파키트, 요즘 집에서 매일 사용 중이에요 ㅎㅎ",히말라야 스파키트,positive
세안 후 자기 전에 오일로 보습 채워주고 따뜻하게 데운 오닉스 스톤으로 마사지해주면 시원하기도 하고 스트레스도 풀리는 것 같고 몬가 편안~해지는 기분이 들어요 ㅎㅎ👏🏻👏🏻,오일,positive
세안 후 자기 전에 오일로 보습 채워주고 따뜻하게 데운 오닉스 스톤으로 마사지해주면 시원하기도 하고 스트레스도 풀리는 것 같고 몬가 편안~해지는 기분이 들어요 ㅎㅎ👏🏻👏🏻,오닉스 스톤,positive
"외출 후, 나쁜 공기 때문에 울긋불긋 피부가 민감하고 트러블이 올라올 때엔 센텔라 밸런싱 스타 마스크를 !",센텔라 밸런싱 스타 마스크,positive
요거 2종만 챙겨놓으면 매우 든든하다구요~🤘🏻,2종,positive
투명한 짙은 초록빛 제형이 신기방기..,초록빛 제형,positive
쫀득쫀득 제형에서부터 적당한 점성이 탄력감이 느껴지는 제품인데요..,제형,positive
쫀득쫀득 제형에서부터 적당한 점성이 탄력감이 느껴지는 제품인데요..,점성,positive
"타이거리프(호랑이풀) 100% 추출물로 완전 피부가 매끈매끈해지고 속까지 촉촉해져서 속당김, 겉당김 다 잡아줘요 ㅎㅎ",타이거리프(호랑이풀) 100% 추출물,positive
여러가지 기초케어 제품 필요없이 #타이거리프세럼 에 수분크림 하나면 악건성이 내 피부케어도 끝! ㅎㅎ,타이거리프세럼,positive
#프레쉬 제품 제 피부랑 잘 맞아서 정말 좋아하는데요~😘😘,프레쉬 제품,positive
#콤부차에센스 는 특히 좋은 것 같아요!,콤부차에센스,positive
"요즘은 도시외부환경요인들이 나빠서 집에 돌아와서 세안 후, 콤부차에센스로 진정시켜주면 피부가 휴식하는 느낌이거든요 ㅎㅎ",콤부차에센스,positive
수분감도 좋아서 피부가 반짝반짝하게 마무으릿!✨✨,수분감,positive
"입소문난 #인큐브크림 ,",인큐브크림,positive
나처럼 #악건성피부 인 친구가 추천해줘서 저도 써보게 됐는데 요거 보습력 뿐만아니라 피부가 탱탱하게 꽉꽉 차는 느낌 장난아니에요! 🤭🤭,보습력,positive
#incuv #시베리안진생크림 #추천템 인정👍🏻 . .,incuv #시베리안진생크림 #추천템,positive
건성피부가 애정하는 #아이소이 #모이스춰라이집 !,아이소이 #모이스춰라이집,positive
"패딩을 입어도 빛이나는 건 &name&씨가 예뻐서 그런건가, 패딩이 예뻐서 그런건가?ㅋㅋㅋ",패딩,positive
&name&씨가 이날 장착한 패딩과 신발은 모두 #오니즈카타이거 제품이었는데요-,오니즈카타이거,positive
은은한 어반 컬러 톤과 패브릭이 돋보이는 샌드베이지 프리미엄 다운은 딱 트렌디한 느낌이 있기도 하고요 ㅎㅎ,샌드베이지 프리미엄 다운,positive
"올 연말, 나만 돋보이고 싶다면 #레어카인드 #립추천 💋",레어카인드 #립,positive
미친 컬러감과 쨍한 발색력!,컬러감,positive
반짝반딱 펄 덕분에 영롱함까지😆👍🏻,펄,positive
그라데이션해서 바르면 #데일리메이크업 용으로도 좋고!,그라데이션,positive
여기반짝 저기반짝한 패키지도 홀로그램과 딱 잘 어울리죵?,패키지,positive
이건 진짜 대박 좋아서 #마스크팩추천 👍🏻👍🏻,마스크팩,positive
피부 단백질 구조와 가장 흡사한 고가의 캐비아를 저렴한 가격에 마스크팩으로 피부관리를 할 수 있으니 #대박템 !!💜,마스크팩,positive
"제가 쓰는 #니피엘 #블랙캐비아마스크팩 은 집중수분라인이라 사용 후, 피부가 수분폭탄 맞은것 같아요 ㅎㅎ",니피엘 #블랙캐비아마스크팩,positive
섀도우 구성도 데일리로 사용하기 딱 좋쿠 미니미니한 사이즈의 립밤에 립스틱까지! 💄,섀도우 구성,positive
섀도우 구성도 데일리로 사용하기 딱 좋쿠 미니미니한 사이즈의 립밤에 립스틱까지! 💄,립밤,positive
섀도우 구성도 데일리로 사용하기 딱 좋쿠 미니미니한 사이즈의 립밤에 립스틱까지! 💄,립스틱,positive
센스있게 거울도 장착한 외출 필수템~,거울,positive
이번 #태국여행 에서 완전 유용하게 잘 사용한 #코스틱스 #썬스틱 과 #보습스틱 !💕,코스틱스 #썬스틱,positive
스틱형 화장품이라 수영장에 챙겨가서 수시로 슥슥~ 발라주기도 편하고 물에 들어갔다 나왔다 하다보면 피부 당김도 심한데 보습스틱도 제 역할을 톡톡히 해주더라구요 ㅎㅎ👍🏻👍🏻,스틱형 화장품,positive
동글동글 부피가 작아서 어디든지 챙겨다닐 수 있어서 굿굿~,부피,positive
"여행 갈 때, 외출할 때 요건 #필수템",필수템,positive
시카 좋아💕,시카,positive
벌써 몇 통째 쓰고 있는 #아이오페 #시카크림,아이오페 #시카크림,positive
확실히 예민할 땐 시카크림에 손이 자주 가는 것 같아요!👍🏻,시카크림,positive
"#동인비 #담리치크림 사용 3주차, 몰라보게 피부가 촉촉해지고 밝아진 느낌이에요~",동인비 #담리치크림,positive
여러가지 써보다가 결국 담리치크림으로 정착했네욤 ㅎㅎ,담리치크림,positive
뚜껑 열자마자 향에 반하고 가볍고 끈적임없이 부드럽게 발리지만 피부속까지 촉촉함은 대박인!,향,positive
완전 신기한 #AI카메라 📸,AI카메라,neutral
총 19개 모드를 지원하면서 더 놓은 사용성을 갖춘 #LGg7ThinQ,LGg7ThinQ,positive
어릴땐 미니스커트 참 좋아했는데 살찌고 나서 부터인가.. 롱롱~~ 발목까지 다 덮어버리는 스커트만 입다가 ㅋㅋ 오랜만에 #에잇세컨즈 에서 #취향저격 룩 발견!,룩,positive
제룰 좋아하는 노랑노랑 컬러에 디자인도 쪼꼬미라 운동 나갈 때 주머니에도 쏙~,노랑노랑 컬러,positive
"작은 내 귀에도 편하게 잘 맞고.. 블투 연결도 쉽고, 충전 빠른 것도 짱짱!!",블투 연결,positive
"작은 내 귀에도 편하게 잘 맞고.. 블투 연결도 쉽고, 충전 빠른 것도 짱짱!!",충전,positive
역시 하만이라..👍🏻,하만,positive
사운드는 말할 것도 없이 엄지척이에용 ㅎㅎ,사운드,positive
모처럼 맘에 쏙 드는 이어폰 찾아서 요즘은 운동가는 길이 신나네용~~😆😆,이어폰,positive
#768 애프터파티 컬러로 통통튀는 #과즙립 완성했어욤 ㅎㅎ💋,768 애프터파티 컬러,positive
#디올선미레드 라는 애칭이 벌써 붙었을만큼 핫한 #758레드 컬러는 &name&씨도 사용했네욤!💄,758레드 컬러,positive
누드한 느낌의 핑크컬러라 청순함과 러블리함을 둘다 챙긴 느낌?!,누드한 느낌의 핑크컬러,positive
멜로그라노 향도 좋고 영양과 수분을 동시에 챙겨주는 #라떼코르포멜로그라노 !,멜로그라노 향,positive
멜로그라노 향도 좋고 영양과 수분을 동시에 챙겨주는 #라떼코르포멜로그라노 !,라떼코르포멜로그라노,positive
완전 #애정템 이죵~👍🏻👍🏻,애정템,positive
플로럴 향을 좋아한다면 #라떼뻬르일코르포 추천해요!🎁,플로럴 향,positive
플로럴 향을 좋아한다면 #라떼뻬르일코르포 추천해요!🎁,라떼뻬르일코르포,positive
"판테놀, 프로폴리스 추출물, 마데카소사이드 주요성분 3가지가 민감성피부를 집중케어해주니까 한번 더 땡큐!","판테놀, 프로폴리스 추출물, 마데카소사이드 주요성분 3가지",positive
"갈락토미세스97%, 히알루론산을 함유하여서 보습력이 짱짱하구요~","갈락토미세스97%, 히알루론산",positive
좋아하는 뷰티유튜버 &name&가 만든 쿠션제품이라고 해서 어떨지 넘나 궁금했는데🙄 직접 써보니 대박 촉촉하고 컬러감 대박,컬러감,positive
